Timestamp,Segment,Distance,Travel_Time,Delay_Time
1565951160,1018210080,1369,155,0
1565951220,1018210080,1369,155,0
1565951280,1018210080,1369,155,0
1565951340,1018210080,1369,155,0
1565951400,1018210080,1369,154,0
1565951460,1018210080,1369,154,0
1565951520,1018210080,1369,154,0
1565951580,1018210080,1369,154,0
1565951640,1018210080,1369,154,0
1565951700,1018210080,1369,153,0
1565951760,1018210080,1369,153,0
1565951821,1018210080,1369,153,0
1565951880,1018210080,1369,153,0
1565951940,1018210080,1369,153,0
1565952000,1018210080,1369,153,0
1565952060,1018210080,1369,153,0
1565952120,1018210080,1369,153,0
1565952180,1018210080,1369,152,0
1565952240,1018210080,1369,152,0
1565952300,1018210080,1369,151,0
1565952360,1018210080,1369,151,0
1565952420,1018210080,1369,151,0
1565952480,1018210080,1369,151,0
1565952540,1018210080,1369,151,0
1565952600,1018210080,1369,150,0
1565952660,1018210080,1369,150,0
1565952720,1018210080,1369,150,0
1565952780,1018210080,1369,150,0
1565952840,1018210080,1369,150,0
1565952900,1018210080,1369,149,0
1565952960,1018210080,1369,149,0
1565953020,1018210080,1369,149,0
1565953080,1018210080,1369,149,0
1565953140,1018210080,1369,149,0
1565953200,1018210080,1369,148,0
1565953260,1018210080,1369,148,0
1565953320,1018210080,1369,148,0
1565953380,1018210080,1369,148,0
1565953440,1018210080,1369,148,0
1565953500,1018210080,1369,147,0
1565953560,1018210080,1369,147,0
1565953620,1018210080,1369,147,0
1565953680,1018210080,1369,147,0
1565953740,1018210080,1369,146,0
1565953801,1018210080,1369,145,0
1565953860,1018210080,1369,145,0
1565953920,1018210080,1369,145,0
1566000060,1018210080,1369,183,0
1566000119,1018210080,1369,183,0
1566000179,1018210080,1369,183,0
1566000239,1018210080,1369,183,0
1566000299,1018210080,1369,184,0
1566000359,1018210080,1369,184,0
1566000420,1018210080,1369,184,0
1566000479,1018210080,1369,184,0
1566000539,1018210080,1369,185,0
1566000599,1018210080,1369,185,0
1566000659,1018210080,1369,185,0
1566000719,1018210080,1369,185,0
1566000779,1018210080,1369,185,0
1566000839,1018210080,1369,186,0
1566000899,1018210080,1369,187,0
1566000959,1018210080,1369,187,0
1566001019,1018210080,1369,187,0
1566001079,1018210080,1369,187,0
1566001139,1018210080,1369,188,0
1566001199,1018210080,1369,189,0
1566001260,1018210080,1369,189,0
1566001319,1018210080,1369,189,0
1566001379,1018210080,1369,189,0
1566001439,1018210080,1369,190,0
1566001499,1018210080,1369,191,0
1566001559,1018210080,1369,191,0
1566001619,1018210080,1369,191,0
1566001680,1018210080,1369,191,0
1566001739,1018210080,1369,191,0
1566001800,1018210080,1369,192,0
1566001859,1018210080,1369,192,0
1566001919,1018210080,1369,192,0
1566001980,1018210080,1369,192,0
1566002040,1018210080,1369,193,0
1566002099,1018210080,1369,194,0
1566002159,1018210080,1369,194,0
1566002220,1018210080,1369,194,0
1566002279,1018210080,1369,194,0
1566002339,1018210080,1369,194,0
1566002399,1018210080,1369,195,0
1566002460,1018210080,1369,195,0
1566002519,1018210080,1369,195,0
1566002580,1018210080,1369,195,0
1566002639,1018210080,1369,196,0
1566002700,1018210080,1369,196,0
1566002761,1018210080,1369,196,0
1566002820,1018210080,1369,196,0
1566002879,1018210080,1369,196,0
1566002939,1018210080,1369,197,0
1566002999,1018210080,1369,198,0
1566003059,1018210080,1369,198,0
1566003119,1018210080,1369,198,0
1566003179,1018210080,1369,198,0
1566003239,1018210080,1369,199,0
1566003299,1018210080,1369,200,0
1566003360,1018210080,1369,200,0
1566003419,1018210080,1369,200,0
1566003479,1018210080,1369,200,0
1566003539,1018210080,1369,201,0
1566003600,1018210080,1369,202,0
1566003659,1018210080,1369,202,0
1566003719,1018210080,1369,202,0
1566003779,1018210080,1369,202,0
1566003839,1018210080,1369,202,0
1566003899,1018210080,1369,203,0
1566003959,1018210080,1369,203,0
1566004019,1018210080,1369,203,0
1566004079,1018210080,1369,203,0
1566004140,1018210080,1369,204,0
1566004200,1018210080,1369,204,0
1566004259,1018210080,1369,204,0
1566004320,1018210080,1369,204,0
1566004379,1018210080,1369,204,0
1566004439,1018210080,1369,205,0
1566004499,1018210080,1369,206,0
1566004559,1018210080,1369,206,0
1566004619,1018210080,1369,206,0
1566004680,1018210080,1369,206,0
1566004739,1018210080,1369,206,0
1566004799,1018210080,1369,207,0
1566004860,1018210080,1369,207,0
1566004919,1018210080,1369,207,0
1566004979,1018210080,1369,207,0
1566005039,1018210080,1369,208,0
1566005099,1018210080,1369,208,0
1566005159,1018210080,1369,208,0
1566005220,1018210080,1369,208,0
1566005279,1018210080,1369,208,0
1566005339,1018210080,1369,209,0
1566005399,1018210080,1369,210,0
1566005459,1018210080,1369,210,0
1566005520,1018210080,1369,210,0
1566005579,1018210080,1369,210,0
1566005639,1018210080,1369,210,0
1566005699,1018210080,1369,210,0
1566005759,1018210080,1369,210,0
1566005819,1018210080,1369,210,0
1566005879,1018210080,1369,210,0
1566005939,1018210080,1369,210,0
1566005999,1018210080,1369,210,0
1566006060,1018210080,1369,210,0
1566006119,1018210080,1369,210,0
1566006179,1018210080,1369,210,0
1566006239,1018210080,1369,211,0
1566006299,1018210080,1369,211,0
1566006359,1018210080,1369,211,0
1566006419,1018210080,1369,211,0
1566006479,1018210080,1369,211,0
1566006539,1018210080,1369,211,0
1566006599,1018210080,1369,211,0
1566006659,1018210080,1369,211,0
1566006719,1018210080,1369,211,0
1566006779,1018210080,1369,211,0
1566006839,1018210080,1369,212,0
1566006899,1018210080,1369,213,0
1566006959,1018210080,1369,213,0
1566007019,1018210080,1369,213,0
1566007079,1018210080,1369,212,0
1566007139,1018210080,1369,213,0
1566007199,1018210080,1369,213,0
1566007260,1018210080,1369,213,0
1566007320,1018210080,1369,213,0
1566007380,1018210080,1369,213,0
1566007439,1018210080,1369,213,0
1566007500,1018210080,1369,213,0
1566007559,1018210080,1369,213,0
1566007620,1018210080,1369,213,0
1566007694,1018210080,1369,213,0
1566007739,1018210080,1369,213,0
1566007799,1018210080,1369,213,0
1566007859,1018210080,1369,213,0
1566007920,1018210080,1369,213,0
1566007979,1018210080,1369,212,0
1566008039,1018210080,1369,212,0
1566008104,1018210080,1369,212,0
1566008159,1018210080,1369,212,0
1566008219,1018210080,1369,212,0
1566008280,1018210080,1369,212,0
1566008340,1018210080,1369,212,0
1566008399,1018210080,1369,212,0
1566008459,1018210080,1369,212,0
1566008519,1018210080,1369,280,120
1566008579,1018210080,1369,289,132
1566008639,1018210080,1369,308,153
1566008699,1018210080,1369,308,153
1566008759,1018210080,1369,308,153
1566008819,1018210080,1369,210,0
1566008879,1018210080,1369,210,0
1566008940,1018210080,1369,210,0
1566008999,1018210080,1369,210,0
1566009059,1018210080,1369,210,0
1566009119,1018210080,1369,210,0
1566009179,1018210080,1369,210,0
1566009240,1018210080,1369,210,0
1566009299,1018210080,1369,210,0
1566009360,1018210080,1369,210,0
1566009419,1018210080,1369,210,0
1566009479,1018210080,1369,210,0
1566009540,1018210080,1369,209,0
1566009599,1018210080,1369,209,0
1566009660,1018210080,1369,209,0
1566009719,1018210080,1369,209,0
1566009780,1018210080,1369,209,0
1566009839,1018210080,1369,209,0
1566009899,1018210080,1369,208,0
1566009959,1018210080,1369,208,0
1566010019,1018210080,1369,208,0
1566010079,1018210080,1369,208,0
1566010140,1018210080,1369,207,0
1566010199,1018210080,1369,207,0
1566010259,1018210080,1369,207,0
1566010319,1018210080,1369,207,0
1566010379,1018210080,1369,207,0
1566010440,1018210080,1369,206,0
1566010500,1018210080,1369,206,0
1566010560,1018210080,1369,206,0
1566010619,1018210080,1369,206,0
1566010679,1018210080,1369,206,0
1566010739,1018210080,1369,206,0
1566010801,1018210080,1369,206,0
1566010859,1018210080,1369,206,0
1566010920,1018210080,1369,206,0
1566010980,1018210080,1369,206,0
1566011039,1018210080,1369,206,0
1566011099,1018210080,1369,206,0
1566011159,1018210080,1369,206,0
1566011220,1018210080,1369,206,0
1566011280,1018210080,1369,206,0
1566011339,1018210080,1369,206,0
1566011399,1018210080,1369,206,0
1566011459,1018210080,1369,206,0
1566011519,1018210080,1369,206,0
1566011580,1018210080,1369,206,0
1566011640,1018210080,1369,205,0
1566011699,1018210080,1369,205,0
1566011759,1018210080,1369,204,0
1566011819,1018210080,1369,204,0
1566011879,1018210080,1369,204,0
1566011939,1018210080,1369,204,0
1566011999,1018210080,1369,299,129
1566012060,1018210080,1369,285,115
1566012119,1018210080,1369,204,0
1566012179,1018210080,1369,204,0
1566012239,1018210080,1369,204,0
1566012300,1018210080,1369,204,0
1566012361,1018210080,1369,204,0
1566012419,1018210080,1369,204,0
1566012480,1018210080,1369,204,0
1566086460,1018210080,1369,166,0
1566086520,1018210080,1369,166,0
1566086580,1018210080,1369,166,0
1566086640,1018210080,1369,166,0
1566086700,1018210080,1369,167,0
1566086760,1018210080,1369,167,0
1566086820,1018210080,1369,167,0
1566086880,1018210080,1369,167,0
1566086940,1018210080,1369,167,0
1566087000,1018210080,1369,168,0
1566087060,1018210080,1369,168,0
1566087120,1018210080,1369,168,0
1566087180,1018210080,1369,168,0
1566087240,1018210080,1369,168,0
1566087300,1018210080,1369,168,0
1566087360,1018210080,1369,168,0
1566087421,1018210080,1369,168,0
1566087480,1018210080,1369,169,0
1566087540,1018210080,1369,169,0
1566087600,1018210080,1369,169,0
1566087660,1018210080,1369,169,0
1566087720,1018210080,1369,169,0
1566087780,1018210080,1369,169,0
1566087842,1018210080,1369,170,0
1566087900,1018210080,1369,170,0
1566087960,1018210080,1369,170,0
1566088021,1018210080,1369,170,0
1566088080,1018210080,1369,170,0
1566088140,1018210080,1369,170,0
1566088201,1018210080,1369,171,0
1566088260,1018210080,1369,171,0
1566088320,1018210080,1369,171,0
1566088380,1018210080,1369,171,0
1566088440,1018210080,1369,171,0
1566088500,1018210080,1369,172,0
1566088560,1018210080,1369,172,0
1566088620,1018210080,1369,172,0
1566088680,1018210080,1369,172,0
1566088740,1018210080,1369,172,0
1566088800,1018210080,1369,173,0
1566088860,1018210080,1369,173,0
1566088920,1018210080,1369,173,0
1566088980,1018210080,1369,173,0
1566089040,1018210080,1369,173,0
1566089100,1018210080,1369,173,0
1566089160,1018210080,1369,173,0
1566089220,1018210080,1369,173,0
1566089280,1018210080,1369,173,0
1566089340,1018210080,1369,174,0
1566089400,1018210080,1369,174,0
1566089460,1018210080,1369,174,0
1566089520,1018210080,1369,174,0
1566089580,1018210080,1369,174,0
1566089641,1018210080,1369,175,0
1566089701,1018210080,1369,176,0
1566089760,1018210080,1369,176,0
1566089820,1018210080,1369,176,0
1566089880,1018210080,1369,176,0
1566089940,1018210080,1369,176,0
1566090000,1018210080,1369,176,0
1566090060,1018210080,1369,176,0
1566090120,1018210080,1369,176,0
1566090180,1018210080,1369,176,0
1566090240,1018210080,1369,176,0
1566090300,1018210080,1369,176,0
1566090361,1018210080,1369,176,0
1566090420,1018210080,1369,176,0
1566090480,1018210080,1369,176,0
1566090540,1018210080,1369,177,0
1566090600,1018210080,1369,177,0
1566090660,1018210080,1369,177,0
1566090720,1018210080,1369,177,0
1566090780,1018210080,1369,177,0
1566090840,1018210080,1369,177,0
1566090900,1018210080,1369,177,0
1566090961,1018210080,1369,177,0
1566091020,1018210080,1369,177,0
1566091080,1018210080,1369,178,0
1566091140,1018210080,1369,178,0
1566091200,1018210080,1369,179,0
1566091260,1018210080,1369,179,0
1566091320,1018210080,1369,179,0
1566091380,1018210080,1369,179,0
1566091440,1018210080,1369,179,0
1566091500,1018210080,1369,179,0
1566091560,1018210080,1369,179,0
1566091620,1018210080,1369,179,0
1566091680,1018210080,1369,179,0
1566091740,1018210080,1369,179,0
1566091800,1018210080,1369,180,0
1566091860,1018210080,1369,180,0
1566091920,1018210080,1369,180,0
1566091980,1018210080,1369,180,0
1566092041,1018210080,1369,180,0
1566092100,1018210080,1369,180,0
1566092160,1018210080,1369,180,0
1566092220,1018210080,1369,180,0
1566092280,1018210080,1369,180,0
1566092340,1018210080,1369,180,0
1566092400,1018210080,1369,180,0
1566092460,1018210080,1369,180,0
1566092520,1018210080,1369,180,0
1566092581,1018210080,1369,180,0
1566092640,1018210080,1369,180,0
1566092700,1018210080,1369,181,0
1566092760,1018210080,1369,181,0
1566092820,1018210080,1369,181,0
1566092880,1018210080,1369,180,0
1566092940,1018210080,1369,181,0
1566093000,1018210080,1369,181,0
1566093061,1018210080,1369,181,0
1566093120,1018210080,1369,181,0
1566093180,1018210080,1369,181,0
1566093241,1018210080,1369,181,0
1566093301,1018210080,1369,181,0
1566093360,1018210080,1369,181,0
1566093421,1018210080,1369,181,0
1566093480,1018210080,1369,181,0
1566093541,1018210080,1369,181,0
1566093600,1018210080,1369,181,0
1566093660,1018210080,1369,181,0
1566093720,1018210080,1369,181,0
1566093780,1018210080,1369,266,120
1566093840,1018210080,1369,266,120
1566093900,1018210080,1369,181,0
1566093960,1018210080,1369,181,0
1566094020,1018210080,1369,181,0
1566094080,1018210080,1369,181,0
1566094141,1018210080,1369,181,0
1566094200,1018210080,1369,181,0
1566094260,1018210080,1369,181,0
1566094320,1018210080,1369,181,0
1566094380,1018210080,1369,181,0
1566094440,1018210080,1369,180,0
1566094500,1018210080,1369,180,0
1566094560,1018210080,1369,180,0
1566094620,1018210080,1369,180,0
1566094680,1018210080,1369,180,0
1566094740,1018210080,1369,180,0
1566094800,1018210080,1369,180,0
1566094860,1018210080,1369,180,0
1566094920,1018210080,1369,180,0
1566094980,1018210080,1369,180,0
1566095040,1018210080,1369,180,0
1566095100,1018210080,1369,180,0
1566095160,1018210080,1369,180,0
1566095220,1018210080,1369,180,0
1566095280,1018210080,1369,180,0
1566095340,1018210080,1369,180,0
1566095400,1018210080,1369,180,0
1566095460,1018210080,1369,180,0
1566095520,1018210080,1369,180,0
1566095580,1018210080,1369,180,0
1566095640,1018210080,1369,180,0
1566095700,1018210080,1369,180,0
1566095760,1018210080,1369,180,0
1566095820,1018210080,1369,180,0
1566095881,1018210080,1369,180,0
1566095940,1018210080,1369,179,0
1566096000,1018210080,1369,179,0
1566096060,1018210080,1369,179,0
1566096120,1018210080,1369,179,0
1566096180,1018210080,1369,179,0
1566096240,1018210080,1369,179,0
1566096299,1018210080,1369,179,0
1566096359,1018210080,1369,179,0
1566096419,1018210080,1369,179,0
1566096479,1018210080,1369,178,0
1566096539,1018210080,1369,178,0
1566096599,1018210080,1369,178,0
1566096659,1018210080,1369,178,0
1566096719,1018210080,1369,178,0
1566096779,1018210080,1369,178,0
1566096839,1018210080,1369,177,0
1566096899,1018210080,1369,177,0
1566096959,1018210080,1369,177,0
1566097019,1018210080,1369,177,0
1566097079,1018210080,1369,177,0
1566097139,1018210080,1369,177,0
1566097200,1018210080,1369,177,0
1566097259,1018210080,1369,177,0
1566097319,1018210080,1369,177,0
1566097379,1018210080,1369,177,0
1566097439,1018210080,1369,177,0
1566097499,1018210080,1369,177,0
1566097559,1018210080,1369,177,0
1566097619,1018210080,1369,177,0
1566097679,1018210080,1369,177,0
1566097739,1018210080,1369,177,0
1566097799,1018210080,1369,177,0
1566097859,1018210080,1369,177,0
1566097919,1018210080,1369,177,0
1566097979,1018210080,1369,177,0
1566098039,1018210080,1369,177,0
1566098099,1018210080,1369,177,0
1566098159,1018210080,1369,177,0
1566098219,1018210080,1369,177,0
1566098279,1018210080,1369,177,0
1566098339,1018210080,1369,176,0
1566098399,1018210080,1369,176,0
1566098459,1018210080,1369,176,0
1566098519,1018210080,1369,176,0
1566098579,1018210080,1369,176,0
1566098639,1018210080,1369,176,0
1566098699,1018210080,1369,176,0
1566098759,1018210080,1369,176,0
1566098819,1018210080,1369,176,0
1566098880,1018210080,1369,176,0
